created,text,retweetCount
2017-06-28 15:34:47,RT @DailyO_: #Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy | https://t.co/KAf1…,18
2017-06-28 15:34:35,RT @DailyO_: 10 ways in which #GST will impact you from #July1 | @smurlidharan | https://t.co/sSYJH6atnu https://t.co/lx7plotuYq,5
2017-06-28 15:34:28,RT @DailyO_: #Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy | https://t.co/KAf1…,18
2017-06-28 15:33:22,RT @digvijaya_28: With this kind of track record how would GSTN manage billions of returns ? We are in for another Economic disaster after…,98
2017-06-28 15:33:16,RT @_anujsinghal: People took demonetisation in their stride and they will take GST as well in their stride. India is inherently aspiration…,48
2017-06-28 15:32:58,"RT @thewire_in: Post demonetisation, the informal sector is facing another shock in the form of restriction on cattle markets. https://t.co…",44
2017-06-28 15:32:37,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 15:31:52,"RT @PMOIndia_RC: #Demonetisation : CBI files charge-sheet against 4 postal officials incl then Dir,postal services in alleged... https://t.…",6
2017-06-28 15:31:17,RT @DailyO_: #Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy | https://t.co/KAf1…,18
2017-06-28 15:29:50,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 15:29:39,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 15:29:08,RT @digvijaya_28: With this kind of track record how would GSTN manage billions of returns ? We are in for another Economic disaster after…,98
2017-06-28 15:27:21,"RT @thewire_in: Post demonetisation, the informal sector is facing another shock in the form of restriction on cattle markets. https://t.co…",44
2017-06-28 15:26:35,Nothing unearthed but demonetisation perhaps helped redistribute black money...some of it to bank employees. https://t.co/f4lGXH4BaY,0
2017-06-28 15:25:47,RT @DailyO_: #Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy | https://t.co/KAf1…,18
2017-06-28 15:25:22,RT @DailyO_: #Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy | https://t.co/KAf1…,18
2017-06-28 15:25:13,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 15:25:02,RT @DailyO_: #Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy | https://t.co/KAf1…,18
2017-06-28 15:24:31,RT @_anujsinghal: People took demonetisation in their stride and they will take GST as well in their stride. India is inherently aspiration…,48
2017-06-28 15:23:44,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 15:23:06,"RT @kattashekar: GDP growth down to 6.1% this quarter, demonetisation having a delayed effect: Fitch Ratings https://t.co/MXp1ETrnTP via @s…",3
2017-06-28 15:21:47,RT @DailyO_: #Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy | https://t.co/KAf1…,18
2017-06-28 15:21:25,RT @DailyO_: #Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy | https://t.co/KAf1…,18
2017-06-28 15:21:20,RT @rahulkanwal: What has been the real impact of Demonetisation on farmers. Watch eye opening @IndiaToday investigation Operation Farmgate…,23
2017-06-28 15:19:45,#Demonetisation: How PM Modi's 'surgical strike' on black money turned out to be a disaster | @kamaichenoy |… https://t.co/QUTUbLk9sY,18
2017-06-28 15:19:44,@MamataOfficial Any developmental issue brought by @BJP4India govt is Epic blunder. #demonetisation #GST https://t.co/AZNSh5CTDk,0
2017-06-28 15:17:24,RT @_anujsinghal: People took demonetisation in their stride and they will take GST as well in their stride. India is inherently aspiration…,48
2017-06-28 15:15:54,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 15:15:31,"If you still haven't recovered from the after-effects of ""Demonetisation"" ..get ready for ..""GST"" ...COMING SOON😈.     #NDTV #TimesNow #CNN",0
2017-06-28 15:15:21,"RT @ani_digital: After #demonetisation, #GST another epic blunder by Centre: Mamata
Read @ANI_news story I https://t.co/s9DUbQd3et https://…",21
2017-06-28 15:13:28,"@shilpitewari Breaking India forces have the same front end agents , seems demonetisation has hit them hard to recruit new faces",0
2017-06-28 15:12:39,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 15:11:11,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 15:10:19,@dhume First baby step of this govt in right direction. Rest all is UPA agenda followed to the last word. Demonetis… https://t.co/eZLUzg1RUZ,0
2017-06-28 15:08:46,@vinuvjohn last month TOI says after demonetisation film actors from kochi are under scanner hope kerala police is taking help of income tax,0
2017-06-28 15:08:22,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 15:08:18,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 15:05:30,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 15:03:25,And you will receive the same response what you got about demonetisation. Insult is your fate Mumta-z. https://t.co/JuC3n8Htci,0
2017-06-28 15:03:24,@rubusmubu Nope... No chance... GST will be Demonetisation part 2...To save their a&amp;$%# &amp; to win in 2019 they will… https://t.co/7lPfMwDKdz,0
2017-06-28 15:02:30,"RT @Inquilaab2019: This from the ideology that gave us Demonetisation?

https://t.co/F6ECGxfpdQ",4
2017-06-28 15:00:39,"GST another epic blunder after demonetisation, says Mamata Banerjee in Facebook post: Full text via @indiacom https://t.co/lmFt3O1Y9F",0
2017-06-28 14:57:18,"RT @baradwajrangan: ""To defeat Hindutva, focus on Dalits,farmers, demonetisation instead of beef,Muslims"" Super argument by @DilliDurAst
ht…",20
2017-06-28 14:50:17,@aartic02 Most of the countries adopting GST are on sale I suppose. Idea mooted by UPA.  So nothing to find fault i… https://t.co/7azjd3gjgX,0
2017-06-28 14:48:54,RT @Phaniraj_JDS: Regional languages been suppressed and Hindi imposed in Post-Demonetization with new currencies. #DeMonetisation #HindiIm…,7
2017-06-28 14:48:31,"@MamataOfficial An idiotic step just like #DeMonetisation 
PM in foreign tour and citizens has to bear.. 
#PM #Modiji #Tughlag of #NewIndia",0
2017-06-28 14:46:38,"RT @BFSIPost: ""How #DeMonetisation transformed #Banking in #India?"": @sumnesh_joshi, ADG, @UIDAI, @GovtOfIndia_ at #BFSI_Payments
https://t…",4
2017-06-28 14:44:26,"RT @raaisaab: #DeMonetisationDisaster | #DemonetizationDisaster | #DeMonetisation
OR
How NOT To Do Things https://t.co/B0XQ50PJx2",28
2017-06-28 14:42:08,"RT @ANI_news: Deeply concerned about GST implementation. After demonetisation, this unnecessary disastrous hurry is another epic blunder by…",69
2017-06-28 14:40:15,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:39:07,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:32:46,RT @_anujsinghal: People took demonetisation in their stride and they will take GST as well in their stride. India is inherently aspiration…,48
2017-06-28 14:32:41,RT @digvijaya_28: Domino-effect of Demonetisation which Modi and Jaitley are just not prepared to understand.,63
2017-06-28 14:31:48,RT @digvijaya_28: With this kind of track record how would GSTN manage billions of returns ? We are in for another Economic disaster after…,98
2017-06-28 14:31:11,Demonetisation 2.0: Indian businesses brace for biggest-ever tax reform - https://t.co/5HrYo2m9Pf https://t.co/LZQATaNxAJ,0
2017-06-28 14:30:58,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 14:30:07,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 14:29:36,"RT @ANI_news: Deeply concerned about GST implementation. After demonetisation, this unnecessary disastrous hurry is another epic blunder by…",69
2017-06-28 14:28:12,Ravi ji there will be a prblm. Say teething prblm but 1 will get used to. Demonetisation n DLF below 95 now 200.Nif… https://t.co/KB7da1rzzB,1
2017-06-28 14:27:01,@narendramodi_in Why the service tax for Card has to be inceased as when we are used to use Credit card in support of  #DeMonetisation,0
2017-06-28 14:24:31,"RT @baradwajrangan: ""To defeat Hindutva, focus on Dalits,farmers, demonetisation instead of beef,Muslims"" Super argument by @DilliDurAst
ht…",20
2017-06-28 14:24:03,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:24:02,RT @rahulkanwal: What has been the real impact of Demonetisation on farmers. Watch eye opening @IndiaToday investigation Operation Farmgate…,23
2017-06-28 14:22:20,RT @muglikar_: Be it aadhaar or demonetisation or even GST. 😂 What happens is genuine issues (privacy in aadhaar) get sidetracked. Bunch of…,16
2017-06-28 14:22:18,"Can some economist explain me the benefits derived from #DeMonetisation ?
Just curious.
#help
#BJP",0
2017-06-28 14:21:13,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:20:54,"Church Attacks - Flop
Dadri - Flop
Award Wapsi - Flop
Dalit attacks- Flop
Anti #DeMonetisation- Flop
NOW #NotInMyName - Super Flop..Next ???",0
2017-06-28 14:18:38,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:17:38,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:01,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:01,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:01,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:01,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:01,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:16:00,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:15:59,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:15:59,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:15:59,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:15:59,RT @AaronRamsay5: @MamataOfficial @quizderek Didi was the one who first speculated about #DeMonetisation which later turned out to be a big…,2
2017-06-28 14:15:29,@CDawk1 @castlehillcider Wait for demonetisation,0
2017-06-28 14:13:21,"RT @jamewils: If at least Rs. 50,000 crores saved due to demonetisation, Emperor would have made high pitch roof top announcements..sink in…",20
2017-06-28 14:12:34,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 14:11:59,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:11:39,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 14:11:35,@narendramodi YOU HAVE FINISHED UNORGANISED SECTOR BY DEMONETISATION AND NOW GST(GHAR SANSAR TYAGO),0
2017-06-28 14:09:40,@narendramodi Sir demonetisation has left many of them in textile industry to starve. Any incentives to compensate for the loss?,0
2017-06-28 14:09:32,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 14:09:12,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 14:07:05,RT @kirubha_samuel: @PMOIndia @narendramodi @arunjaitley @Quora @toi @republic It will truly serve the purpose of #DeMonetisation,1
2017-06-28 14:04:42,@PMOIndia @narendramodi @arunjaitley @Quora @toi @republic It will truly serve the purpose of #DeMonetisation,1
2017-06-28 14:04:09,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:59:31,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:59:21,"After demonetisation, GST another epic blunder by Centre: Mamata #MamtaBanarjee #TrinamoolCongressCHief https://t.co/eMxVwBSKgz",0
2017-06-28 13:59:20,"After demonetisation, GST another epic blunder by Centre: Mamata #MamtaBanarjee #TrinamoolCongressCHief https://t.co/8KUIpQWYq4",0
2017-06-28 13:59:06,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:57:53,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 13:57:42,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 13:55:10,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 13:54:45,"RT @PMOIndia_RC: #Demonetisation : CBI files charge-sheet against 4 postal officials incl then Dir,postal services in alleged... https://t.…",6
2017-06-28 13:54:09,#CashlessEconomy #MoneyTalks Knowledge is power site:The #cost of demonetisation of #rupees https://t.co/Cn4eaCf400 https://t.co/pVWDyCP0hw,0
2017-06-28 13:54:04,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 13:53:22,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:52:59,"RT @danepatel: New India with 
#GST &amp; #DeMonetisation 
#ModiInRajkot
#RoadShow
@narendramodi 
@nanditathhakur 
@DrRutvij https://t.co/YRcM2…",16
2017-06-28 13:52:24,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 13:50:57,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:49:38,RT @singh_biswajeet: This is how Modi Govt estimates benefit from #DeMonetisation and #GST 😂 @AshokKhemka_IAS https://t.co/i48CUutWPu,2
2017-06-28 13:49:16,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:48:56,RT @Phaniraj_JDS: Regional languages been suppressed and Hindi imposed in Post-Demonetization with new currencies. #DeMonetisation #HindiIm…,7
2017-06-28 13:48:46,RT @Phaniraj_JDS: Regional languages been suppressed and Hindi imposed in Post-Demonetization with new currencies. #DeMonetisation #HindiIm…,7
2017-06-28 13:47:30,"RT @PMOIndia_RC: #Demonetisation : CBI files charge-sheet against 4 postal officials incl then Dir,postal services in alleged... https://t.…",6
2017-06-28 13:46:57,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:46:32,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:46:14,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:44:53,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:42:22,RT @digvijaya_28: Domino-effect of Demonetisation which Modi and Jaitley are just not prepared to understand.,63
2017-06-28 13:42:22,@PTI_News 91 cr😂? Post demonetisation or pre?😆😆,0
2017-06-28 13:41:52,"RT @ani_digital: After #demonetisation, #GST another epic blunder by Centre: Mamata
Read @ANI_news story I https://t.co/s9DUbQd3et https://…",21
2017-06-28 13:41:26,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:41:25,"RT @ANI_news: Deeply concerned about GST implementation. After demonetisation, this unnecessary disastrous hurry is another epic blunder by…",69
2017-06-28 13:41:07,"RT @thewire_in: Post demonetisation, the informal sector is facing another shock in the form of restriction on cattle markets. https://t.co…",44
2017-06-28 13:40:12,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:39:44,"#India #National After demonetisation, GST another epic blunder by Centre: Mamata https://t.co/jDSP9RuVg5",0
2017-06-28 13:38:55,"RT @MukulAgarwal66: next 2 month we will again have lot of articles on how the Govt i changing rule daily, like during demonetisation.

wai…",26
2017-06-28 13:38:54,"RT @soviet_kerala: Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName p…",16
2017-06-28 13:37:11,"Whether Sanghis and Bhakts want to admit it or not, it is over now for Modi. Demonetisation, GST, and now #NotInMyName protests have done it",16
2017-06-28 13:36:27,RT @digvijaya_28: With this kind of track record how would GSTN manage billions of returns ? We are in for another Economic disaster after…,98
2017-06-28 13:34:47,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 13:34:35,"RT @thewire_in: Post demonetisation, the informal sector is facing another shock in the form of restriction on cattle markets. https://t.co…",44
2017-06-28 13:33:41,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:33:25,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:31:06,"RT @BFSIPost: ""How #DeMonetisation transformed #Banking in #India?"": @sumnesh_joshi, ADG, @UIDAI, @GovtOfIndia_ at #BFSI_Payments
https://t…",4
2017-06-28 13:30:10,RT @FinancialXpress: Why Mamata Banerjee thinks GST is another epic blunder after demonetisation https://t.co/AvdgYSO4yE https://t.co/hpy9C…,3
2017-06-28 13:28:53,"#Demonetisation : CBI files charge-sheet against 4 postal officials incl then Dir,postal services in alleged... https://t.co/BTS4GcHyvi",6
2017-06-28 13:26:00,Govt’s Biggest Blunder: Not Exempting Pvt Healthcare From Note Ban https://t.co/TPzFHvRiiO,0
2017-06-28 13:25:02,RT @rahulkanwal: What has been the real impact of Demonetisation on farmers. Watch eye opening @IndiaToday investigation Operation Farmgate…,23
2017-06-28 13:22:58,RT @Phaniraj_JDS: Regional languages been suppressed and Hindi imposed in Post-Demonetization with new currencies. #DeMonetisation #HindiIm…,7
2017-06-28 13:22:56,"RT @thewire_in: Post demonetisation, the informal sector is facing another shock in the form of restriction on cattle markets. https://t.co…",44
2017-06-28 13:18:36,"RT @ANI_news: Deeply concerned about GST implementation. After demonetisation, this unnecessary disastrous hurry is another epic blunder by…",69
2017-06-28 13:17:36,RT @poonamkaurlal: Couldn't stop laughing after looking at this ... The affects of demonetisation...#blackmoney https://t.co/EDIkB7je5U,24
2017-06-28 13:17:16,"After demonetisation, GST another epic blunder by Centre Mamata - Daily News &amp; Analysis #News #India #Trending https://t.co/Cglzs5z8uP",0
2017-06-28 13:17:14,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:14:58,@bsindia We will forget the pain of DeMonetisation after GST happened. they'll completely destroy us,0
2017-06-28 13:14:09,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:13:51,RT @digvijaya_28: With this kind of track record how would GSTN manage billions of returns ? We are in for another Economic disaster after…,98
2017-06-28 13:13:44,"I recommends this video ' Note Down | Short Film | Demonetisation ' on #youtube , its great Watch https://t.co/jBkzKSY1Kp",0
2017-06-28 13:12:47,RT @_anujsinghal: People took demonetisation in their stride and they will take GST as well in their stride. India is inherently aspiration…,48
2017-06-28 13:11:25,RT @Phaniraj_JDS: Regional languages been suppressed and Hindi imposed in Post-Demonetization with new currencies. #DeMonetisation #HindiIm…,7
2017-06-28 13:10:53,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 13:08:30,"@IndianExpress Is Govt well prepared with the GST?
If yes ,press RT, Govt was too well prepared with Disaster DeMon… https://t.co/McEHEtzsXL",0
2017-06-28 13:05:28,"RT @ANI_news: Deeply concerned about GST implementation. After demonetisation, this unnecessary disastrous hurry is another epic blunder by…",69
2017-06-28 13:05:16,India is hurting Prime Minister Modi by making sorry excuses for him https://t.co/p0bkppDra2 via @dailyo_,0
2017-06-28 13:03:54,"RT @ani_digital: After #demonetisation, #GST another epic blunder by Centre: Mamata
Read @ANI_news story I https://t.co/s9DUbQd3et https://…",21
2017-06-28 13:03:51,"RT @NG_withINC: Despite being universally accepted that demonetisation is a madness, opposition didn't dare to question BJP's landslide UP…",109
2017-06-28 13:03:26,"RT @kattashekar: GDP growth down to 6.1% this quarter, demonetisation having a delayed effect: Fitch Ratings https://t.co/MXp1ETrnTP via @s…",3
2017-06-28 13:01:11,"RT @iSanjanaPatel: As seen throughout the demonetisation period &amp; after it, people have firmly stood in its support as a bold move. #People…",28
2017-06-28 13:00:49,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 13:00:39,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 13:00:09,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 12:58:40,RT @Phaniraj_JDS: Regional languages been suppressed and Hindi imposed in Post-Demonetization with new currencies. #DeMonetisation #HindiIm…,7
2017-06-28 12:58:26,"RT @ani_digital: After #demonetisation, #GST another epic blunder by Centre: Mamata
Read @ANI_news story I https://t.co/s9DUbQd3et https://…",21
2017-06-28 12:57:43,RT @bsindia: Demonetisation has cost us a lot writes Rahul Khullar https://t.co/1F7mUg00WE #opinion https://t.co/szEuwZPhrq,2
2017-06-28 12:57:01,"RT @ARanganathan72: Haha :). And the same folks &amp; journos abusing me now loved me for my Demonetisation columns, and also for this: https:/…",87
2017-06-28 12:57:00,Regional languages been suppressed and Hindi imposed in Post-Demonetization with new currencies. #DeMonetisation… https://t.co/2tQhQvdjuk,7
2017-06-28 12:56:29,"RT @officekiran: According to Oxfam report,1% control 60% of th total wealth of India!!nd demonetisation will further aggravate rising ineq…",279
2017-06-28 12:54:56,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 12:53:38,"RT @thewire_in: Post demonetisation, the informal sector is facing another shock in the form of restriction on cattle markets. https://t.co…",44
2017-06-28 12:53:10,"RT @officekiran: @officekiran After effect of demonetisation! This is how Modiji brings in""acche din"" !!! https://t.co/Zj9gTChjDy",199
2017-06-28 12:52:34,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 12:52:31,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 12:52:23,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 12:52:17,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 12:51:57,"RT @Karth1sofficial: Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu 
#…",13
2017-06-28 12:50:31,"Maybe he will be faced political problem on Movie Releasedate,Always #Bold in #DeMonetisation #Justiceforjallikattu… https://t.co/wjUTuMANL0",13
2017-06-28 12:49:55,"RT @raaisaab: #DeMonetisationDisaster | #DemonetizationDisaster | #DeMonetisation
OR
How NOT To Do Things https://t.co/B0XQ50PJx2",28
2017-06-28 12:49:50,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 12:46:44,RT @rahulkanwal: What has been the real impact of Demonetisation on farmers. Watch eye opening @IndiaToday investigation Operation Farmgate…,23
2017-06-28 12:46:35,"RT @realkeerthi: Kashmir before modi, After modi, Demonetisation is master stroke by modi, terrorists now have no money left.RT
#RememberKa…",104
2017-06-28 12:45:45,RT @digvijaya_28: With this kind of track record how would GSTN manage billions of returns ? We are in for another Economic disaster after…,98
